 Renda média domiciliar per capita - Brasil
Renda média domic. per capita por Município
Período:2000
"Município";"Renda_média_domic._per_capita"
"313580 Jequitinhonha";235,57
"313590 Jesuânia";393,93
"313600 Joaíma";237,17
"313610 Joanésia";239,50
"313620 João Monlevade";475,79
"313630 João Pinheiro";380,31
"313640 Joaquim Felício";288,11
"313650 Jordânia";204,71
"313652 José Gonçalves de Minas";212,03
"313655 José Raydan";184,32
"313657 Josenópolis";146,12
"313665 Juatuba";367,14
"313670 Juiz de Fora";824,56
"313680 Juramento";196,90
"313690 Juruaia";479,78
"313695 Juvenília";125,66
"313700 Ladainha";141,91
"313710 Lagamar";357,91
"313720 Lagoa da Prata";494,17
"313730 Lagoa dos Patos";168,52
"313740 Lagoa Dourada";308,96
"313750 Lagoa Formosa";409,73
"313753 Lagoa Grande";376,30
"313760 Lagoa Santa";575,03
"313770 Lajinha";337,41
"313780 Lambari";546,58
"313790 Lamim";217,96
"313800 Laranjal";401,20
"313810 Lassance";211,23
"313820 Lavras";681,97
"313830 Leandro Ferreira";388,28
"313835 Leme do Prado";242,07
"313840 Leopoldina";482,69
"313850 Liberdade";336,28
"313860 Lima Duarte";363,90
"313862 Limeira do Oeste";371,18
"313865 Lontra";149,75
"313867 Luisburgo";377,36
"313868 Luislândia";147,45
"313870 Luminárias";532,77
"313880 Luz";748,21
"313890 Machacalis";184,22
"313900 Machado";622,98
"313910 Madre de Deus de Minas";293,54
"313920 Malacacheta";237,79
"313925 Mamonas";178,51
"313930 Manga";170,66
"313940 Manhuaçu";541,90
"313950 Manhumirim";410,06
"313960 Mantena";472,28
"313980 Mar de Espanha";458,36
"313970 Maravilhas";301,20
"313990 Maria da Fé";381,47
"314000 Mariana";424,95
"314010 Marilac";213,36
"314015 Mário Campos";331,10
"314020 Maripá de Minas";499,22
"314030 Marliéria";326,07
"314040 Marmelópolis";286,78
"314050 Martinho Campos";444,90
"314053 Martins Soares";347,77
"314055 Mata Verde";221,94
"314060 Materlândia";169,05
"314070 Mateus Leme";431,17
"317150 Mathias Lobato";228,59
"314080 Matias Barbosa";442,83
"314085 Matias Cardoso";123,22
"314090 Matipó";338,83
"314100 Mato Verde";213,88
"314110 Matozinhos";460,44
"314120 Matutina";464,30
"314130 Medeiros";629,59
"314140 Medina";179,45
"314150 Mendes Pimentel";241,89
"314160 Mercês";307,05
"314170 Mesquita";295,46
"314180 Minas Novas";161,05
"314190 Minduri";335,93
"314200 Mirabela";198,41
"314210 Miradouro";308,96
"314220 Miraí";380,30
"314225 Miravânia";119,77
"314230 Moeda";326,22
"314240 Moema";584,74
"314250 Monjolos";385,21
"314260 Monsenhor Paulo";492,13
"314270 Montalvânia";182,24
"314280 Monte Alegre de Minas";442,60
"314290 Monte Azul";173,06
"314300 Monte Belo";419,18
"314310 Monte Carmelo";509,55
"314315 Monte Formoso";125,77
"314320 Monte Santo de Minas";487,08
"314340 Monte Sião";784,43
"314330 Montes Claros";482,86
"314345 Montezuma";178,20
"314350 Morada Nova de Minas";344,12
"314360 Morro da Garça";275,91
"314370 Morro do Pilar";331,92
"314380 Munhoz";452,33
"314390 Muriaé";491,55
"314400 Mutum";422,22
"314410 Muzambinho";654,79
"314420 Nacip Raydan";193,69
"314430 Nanuque";445,18
"314435 Naque";231,77
"314437 Natalândia";285,30
"314440 Natércia";599,04
"314450 Nazareno";305,53
"314460 Nepomuceno";430,24
"314465 Ninheira";160,46
"314467 Nova Belém";263,55
"314470 Nova Era";426,30
"314480 Nova Lima";797,14
"314490 Nova Módica";245,12
"314500 Nova Ponte";619,37
"314505 Nova Porteirinha";236,73
"314510 Nova Resende";492,25
"314520 Nova Serrana";736,21
"313660 Nova União";327,39
"314530 Novo Cruzeiro";247,51
"314535 Novo Oriente de Minas";149,90
"314537 Novorizonte";199,17
"314540 Olaria";312,80
"314545 Olhos-d'Água";140,17
"314550 Olímpio Noronha";319,96
"314560 Oliveira";465,73
"314570 Oliveira Fortes";234,18
"314580 Onça de Pitangui";406,31
"314585 Oratórios";188,33
"314587 Orizânia";239,20
"314590 Ouro Branco";566,50
"314600 Ouro Fino";608,32
"314610 Ouro Preto";499,22
"314620 Ouro Verde de Minas";191,63
"314625 Padre Carvalho";89,05
"314630 Padre Paraíso";181,50
"314655 Pai Pedro";143,70
"314640 Paineiras";320,90
"314650 Pains";455,35
"314660 Paiva";329,53
"314670 Palma";392,37
"314675 Palmópolis";128,49
"314690 Papagaios";463,58
"314710 Pará de Minas";572,30
"314700 Paracatu";440,53
"314720 Paraguaçu";538,45
"314730 Paraisópolis";494,84
"314740 Paraopeba";428,57
"314760 Passa Quatro";467,32
"314770 Passa Tempo";568,67
"314780 Passa-Vinte";351,49
"314750 Passabém";336,32
"314790 Passos";610,36
"314795 Patis";116,10
"314800 Patos de Minas";601,72
"314810 Patrocínio";559,38
"314820 Patrocínio do Muriaé";318,79
"314830 Paula Cândido";240,08
"314840 Paulistas";187,68
"314850 Pavão";190,87
"314860 Peçanha";230,12
"314870 Pedra Azul";214,70
"314875 Pedra Bonita";247,74
"314880 Pedra do Anta";203,77
"314890 Pedra do Indaiá";373,65
"314900 Pedra Dourada";279,69
"314910 Pedralva";348,75
"314915 Pedras de Maria da Cruz";141,23
"314920 Pedrinópolis";522,91
"314930 Pedro Leopoldo";529,52
"314940 Pedro Teixeira";233,43
"314950 Pequeri";400,58
"314960 Pequi";435,29
"314970 Perdigão";580,09
"314980 Perdizes";539,34
"314990 Perdões";467,53
"314995 Periquito";207,49
"315000 Pescador";254,33
"315010 Piau";241,52
"315015 Piedade de Caratinga";242,88
"315020 Piedade de Ponte Nova";322,33
"315030 Piedade do Rio Grande";237,97
"315040 Piedade dos Gerais";247,06
"315050 Pimenta";484,12
"315053 Pingo-d'Água";186,56
"315057 Pintópolis";145,87
"315060 Piracema";270,12
"315070 Pirajuba";535,06
"315080 Piranga";189,91
"315090 Piranguçu";316,76
"315100 Piranguinho";386,51
"315110 Pirapetinga";451,66
"315120 Pirapora";388,92
"315130 Piraúba";372,58
"315140 Pitangui";452,97
"315150 Piumhi";665,03
"315160 Planura";451,70
"315170 Poço Fundo";490,61
"315180 Poços de Caldas";856,66
"315190 Pocrane";280,23
"315200 Pompéu";475,20
"315210 Ponte Nova";479,77
"315213 Ponto Chique";160,45
"315217 Ponto dos Volantes";117,00
"315220 Porteirinha";199,14
"315230 Porto Firme";218,80
"315240 Poté";192,00
"315250 Pouso Alegre";769,34
"315260 Pouso Alto";364,72
"315270 Prados";282,52
"315280 Prata";544,18
"315290 Pratápolis";436,47
"315300 Pratinha";470,72
"315310 Presidente Bernardes";193,88
"315320 Presidente Juscelino";167,41
"315330 Presidente Kubitschek";184,03
"315340 Presidente Olegário";348,94
"315360 Prudente de Morais";310,21
"315370 Quartel Geral";340,21
"315380 Queluzito";332,89
"315390 Raposos";368,85
"315400 Raul Soares";366,75
"315410 Recreio";397,06
"315415 Reduto";325,65
"315420 Resende Costa";308,27
"315430 Resplendor";392,42
"315440 Ressaquinha";264,46
"315445 Riachinho";206,49
"315450 Riacho dos Machados";134,84
"315460 Ribeirão das Neves";312,67
"315470 Ribeirão Vermelho";587,93
"315480 Rio Acima";354,79
"315490 Rio Casca";369,02
"315510 Rio do Prado";208,33
"315500 Rio Doce";342,13
"315520 Rio Espera";205,54
"315530 Rio Manso";300,97
"315540 Rio Novo";503,28
"315550 Rio Paranaíba";430,83
"315560 Rio Pardo de Minas";169,26
"315570 Rio Piracicaba";361,26
"315580 Rio Pomba";466,36
"315590 Rio Preto";416,10
"315600 Rio Vermelho";213,10
"315610 Ritápolis";272,78
"315620 Rochedo de Minas";313,74
"315630 Rodeiro";390,23
"315640 Romaria";674,79
"315645 Rosário da Limeira";262,58
"315650 Rubelita";176,07
"315660 Rubim";190,75
"315670 Sabará";420,68
"315680 Sabinópolis";253,15
"315690 Sacramento";535,81
"315700 Salinas";265,69
"315710 Salto da Divisa";275,72
"315720 Santa Bárbara";377,35
"315725 Santa Bárbara do Leste";255,27
"315727 Santa Bárbara do Monte Verde";362,16
"315730 Santa Bárbara do Tugúrio";243,89
"315733 Santa Cruz de Minas";331,23
"315737 Santa Cruz de Salinas";116,11
"315740 Santa Cruz do Escalvado";185,51
"315750 Santa Efigênia de Minas";213,46
"315760 Santa Fé de Minas";192,68
"315765 Santa Helena de Minas";163,00
"315770 Santa Juliana";519,74
"315780 Santa Luzia";378,19
"315790 Santa Margarida";436,07
"315800 Santa Maria de Itabira";316,04
"315810 Santa Maria do Salto";196,10
"315820 Santa Maria do Suaçuí";254,10
"315920 Santa Rita de Caldas";463,86
"315940 Santa Rita de Ibitipoca";293,48
"315930 Santa Rita de Jacutinga";350,33
"315935 Santa Rita de Minas";308,35
"315950 Santa Rita do Itueto";272,45
"315960 Santa Rita do Sapucaí";620,09
"315970 Santa Rosa da Serra";398,68
"315980 Santa Vitória";452,40
"315830 Santana da Vargem";536,06
"315840 Santana de Cataguases";314,02
"315850 Santana de Pirapama";241,28
"315860 Santana do Deserto";312,50
"315870 Santana do Garambéu";246,34
"315880 Santana do Jacaré";366,21
"315890 Santana do Manhuaçu";291,93
"315895 Santana do Paraíso";283,67
"315900 Santana do Riacho";312,36
"315910 Santana dos Montes";166,41
"315990 Santo Antônio do Amparo";359,41
"316000 Santo Antônio do Aventureiro";269,38
"316010 Santo Antônio do Grama";280,17
"316020 Santo Antônio do Itambé";142,34
"316030 Santo Antônio do Jacinto";146,29
"316040 Santo Antônio do Monte";589,45
"316045 Santo Antônio do Retiro";112,51
"316050 Santo Antônio do Rio Abaixo";307,84
"316060 Santo Hipólito";237,46
"316070 Santos Dumont";426,64
"316080 São Bento Abade";310,77
"316090 São Brás do Suaçuí";341,45
"316095 São Domingos das Dores";350,92
"316100 São Domingos do Prata";336,91
"316105 São Félix de Minas";216,54
"316110 São Francisco";170,09
"316120 São Francisco de Paula";330,47
"316130 São Francisco de Sales";446,50
"316140 São Francisco do Glória";281,22
"316150 São Geraldo";348,06
"316160 São Geraldo da Piedade";186,73
"316165 São Geraldo do Baixio";221,47
"316170 São Gonçalo do Abaeté";352,46
"316180 São Gonçalo do Pará";367,08
"316190 São Gonçalo do Rio Abaixo";258,36
"312550 São Gonçalo do Rio Preto";221,65
"316200 São Gonçalo do Sapucaí";469,32
"316210 São Gotardo";1055,36
"316220 São João Batista do Glória";458,25
"316225 São João da Lagoa";207,66
"316230 São João da Mata";421,84
"316240 São João da Ponte";169,06
"316245 São João das Missões";111,71
"316250 São João del Rei";544,69
"316255 São João do Manhuaçu";408,68
"316257 São João do Manteninha";271,10
"316260 São João do Oriente";255,30
"316265 São João do Pacuí";123,80
"316270 São João do Paraíso";159,51
"316280 São João Evangelista";229,46
"316290 São João Nepomuceno";461,39
"316292 São Joaquim de Bicas";322,38
"316294 São José da Barra";515,06
"316295 São José da Lapa";413,95
"316300 São José da Safira";170,24
"316310 São José da Varginha";293,88
"316320 São José do Alegre";415,63
"316330 São José do Divino";244,17
"316340 São José do Goiabal";238,20
"316350 São José do Jacuri";232,00
"316360 São José do Mantimento";232,31
"316370 São Lourenço";792,51
"316380 São Miguel do Anta";302,58
"316390 São Pedro da União";454,36
"316410 São Pedro do Suaçuí";194,51
"316400 São Pedro dos Ferros";311,08
"316420 São Romão";212,90
"316430 São Roque de Minas";516,73
"316440 São Sebastião da Bela Vista";382,69
"316443 São Sebastião da Vargem Alegre";281,15
"316447 São Sebastião do Anta";214,52
"316450 São Sebastião do Maranhão";156,40
"316460 São Sebastião do Oeste";344,74
"316470 São Sebastião do Paraíso";636,36
"316480 São Sebastião do Rio Preto";261,23
"316490 São Sebastião do Rio Verde";632,36
"316520 São Thomé das Letras";396,61
"316500 São Tiago";320,93
"316510 São Tomás de Aquino";413,93
"316530 São Vicente de Minas";405,27
"316540 Sapucaí-Mirim";405,99
"316550 Sardoá";235,45
"316553 Sarzedo";358,04
"316556 Sem-Peixe";206,93
"316557 Senador Amaral";365,94
"316560 Senador Cortes";270,75
"316570 Senador Firmino";277,69
"316580 Senador José Bento";512,10
"316590 Senador Modestino Gonçalves";182,50
"316600 Senhora de Oliveira";182,69
"316610 Senhora do Porto";205,80
"316620 Senhora dos Remédios";181,19
"316630 Sericita";381,62
"316640 Seritinga";263,18
"316650 Serra Azul de Minas";283,94
"316660 Serra da Saudade";538,55
"316680 Serra do Salitre";449,92
"316670 Serra dos Aimorés";247,39
"316690 Serrania";377,32
"316695 Serranópolis de Minas";188,98
"316700 Serranos";220,87
"316710 Serro";233,50
"316720 Sete Lagoas";553,66
"316555 Setubinha";155,67
"316730 Silveirânia";219,96
"316740 Silvianópolis";531,07
"316750 Simão Pereira";391,25
"316760 Simonésia";290,35
"316770 Sobrália";200,22
"316780 Soledade de Minas";310,96
"316790 Tabuleiro";290,61
"316800 Taiobeiras";255,47
"316805 Taparuba";268,96
"316810 Tapira";434,02
"316820 Tapiraí";317,02
"316830 Taquaraçu de Minas";289,19
"316840 Tarumirim";254,05
"316850 Teixeiras";335,77
"316860 Teófilo Otoni";414,14
"316870 Timóteo";586,90
"316880 Tiradentes";522,67
"316890 Tiros";398,59
"316900 Tocantins";425,28
"316905 Tocos do Moji";291,63
"316910 Toledo";418,04
"316920 Tombos";368,44
"316930 Três Corações";552,88
"316935 Três Marias";421,24
"316940 Três Pontas";541,91
"316950 Tumiritinga";237,74
"316960 Tupaciguara";478,22
"316970 Turmalina";246,29
"316980 Turvolândia";400,06
"316990 Ubá";510,74
"317000 Ubaí";154,02
"317005 Ubaporanga";295,21
"317010 Uberaba";788,08
"317020 Uberlândia";765,85
"317030 Umburatiba";184,70
"317040 Unaí";682,56
"317043 União de Minas";388,67
"317047 Uruana de Minas";156,01
"317050 Urucânia";284,77
"317052 Urucuia";171,36
"317057 Vargem Alegre";212,80
"317060 Vargem Bonita";382,76
"317065 Vargem Grande do Rio Pardo";159,90
"317070 Varginha";752,21
"317075 Varjão de Minas";344,30
"317080 Várzea da Palma";290,91
"317090 Varzelândia";144,34
"317100 Vazante";507,56
"317103 Verdelândia";118,61
"317107 Veredinha";178,80
"317110 Veríssimo";515,61
"317115 Vermelho Novo";275,39
"317120 Vespasiano";387,19
"317130 Viçosa";646,96
"317140 Vieiras";322,49
"317160 Virgem da Lapa";212,59
"317170 Virgínia";265,60
"317180 Virginópolis";294,49
"317190 Virgolândia";183,23
"317200 Visconde do Rio Branco";447,47
"317210 Volta Grande";390,29
"317220 Wenceslau Braz";445,94
"320010 Afonso Cláudio";360,88
"320016 Água Doce do Norte";250,46
"320013 Águia Branca";335,49
"320020 Alegre";427,76
"320030 Alfredo Chaves";386,41
"320035 Alto Rio Novo";342,96
"320040 Anchieta";448,48
"320050 Apiacá";356,38
"320060 Aracruz";491,93
"320070 Atilio Vivacqua";330,17
"320080 Baixo Guandu";369,40
"320090 Barra de São Francisco";366,51
"320100 Boa Esperança";340,70
"320110 Bom Jesus do Norte";398,18
"320115 Brejetuba";369,73
"320120 Cachoeiro de Itapemirim";542,19
"320130 Cariacica";422,75
"320140 Castelo";514,35
"320150 Colatina";535,94
"320160 Conceição da Barra";310,75
"320170 Conceição do Castelo";343,48
"320180 Divino de São Lourenço";197,52
"320190 Domingos Martins";436,93
"320200 Dores do Rio Preto";486,38
"320210 Ecoporanga";301,35
"320220 Fundão";453,17
"320230 Guaçuí";497,35
"320240 Guarapari";547,02
"320245 Ibatiba";426,54
"320250 Ibiraçu";585,34
"320255 Ibitirama";349,88
"320260 Iconha";657,59
"320265 Irupi";393,18
"320270 Itaguaçu";402,15
"320280 Itapemirim";304,12
"320290 Itarana";400,48
"320300 Iúna";450,23
"320305 Jaguaré";362,90
"320310 Jerônimo Monteiro";398,86
"320313 João Neiva";449,42
"320316 Laranja da Terra";325,64
"320320 Linhares";508,78
"320330 Mantenópolis";332,13
"320332 Marataízes";445,67
"320334 Marechal Floriano";486,60
"320335 Marilândia";365,36
"320340 Mimoso do Sul";365,82
"320350 Montanha";414,22
"320360 Mucurici";207,79
"320370 Muniz Freire";469,45
"320380 Muqui";422,99
"320390 Nova Venécia";433,41
"320400 Pancas";302,12
"320405 Pedro Canário";273,10
"320410 Pinheiros";315,07
"320420 Piúma";483,63
"320425 Ponto Belo";281,53
"320430 Presidente Kennedy";298,38
"320435 Rio Bananal";419,64
"320440 Rio Novo do Sul";392,57
"320450 Santa Leopoldina";289,10
"320455 Santa Maria de Jetibá";414,19
"320460 Santa Teresa";535,55
"320465 São Domingos do Norte";314,49
"320470 São Gabriel da Palha";477,27
"320480 São José do Calçado";417,18
"320490 São Mateus";454,46
"320495 São Roque do Canaã";377,94
"320500 Serra";460,59
"320501 Sooretama";316,66
"320503 Vargem Alta";383,86
"320506 Venda Nova do Imigrante";588,43
"320510 Viana";344,83
"320515 Vila Pavão";264,27
"320517 Vila Valério";373,55
"320520 Vila Velha";873,25
"320530 Vitória";1315,74
"330010 Angra dos Reis";540,15
"330015 Aperibé";482,92
"330020 Araruama";509,26
"330022 Areal";492,40
"330023 Armação dos Búzios";748,66
"330025 Arraial do Cabo";595,75
"330030 Barra do Piraí";539,87
"330040 Barra Mansa";562,97
"330045 Belford Roxo";358,82
"330050 Bom Jardim";477,85
"330060 Bom Jesus do Itabapoana";476,94
"330070 Cabo Frio";609,13
"330080 Cachoeiras de Macacu";431,16
"330090 Cambuci";392,74
"330100 Campos dos Goytacazes";486,32
"330110 Cantagalo";502,33
"330093 Carapebus";407,05
"330115 Cardoso Moreira";327,45
"330120 Carmo";543,96
"330130 Casimiro de Abreu";566,93
"330095 Comendador Levy Gasparian";383,46
"330140 Conceição de Macabu";422,03
"330150 Cordeiro";540,46
"330160 Duas Barras";400,14
"330170 Duque de Caxias";444,62
"330180 Engenheiro Paulo de Frontin";467,50
"330185 Guapimirim";463,00
"330187 Iguaba Grande";655,04
"330190 Itaboraí";398,04
"330200 Itaguaí";484,96
"330205 Italva";423,32
"330210 Itaocara";568,33
"330220 Itaperuna";514,73
"330225 Itatiaia";580,33
"330227 Japeri";307,43
"330230 Laje do Muriaé";327,11
"330240 Macaé";773,98
"330245 Macuco";439,19
"330250 Magé";412,09
"330260 Mangaratiba";653,51
"330270 Maricá";630,39
"330280 Mendes";605,15
"330290 Miguel Pereira";752,88
"330300 Miracema";467,37
"330310 Natividade";480,21
"330320 Nilópolis";586,14
"330330 Niterói";1591,82
"330340 Nova Friburgo";721,28
"330350 Nova Iguaçu";466,89
"330360 Paracambi";530,99
"330370 Paraíba do Sul";521,55
"330380 Paraty";616,95
"330385 Paty do Alferes";413,02
"330390 Petrópolis";786,24
"330395 Pinheiral";472,59
"330400 Piraí";524,30
"330410 Porciúncula";352,83
"330411 Porto Real";419,18
"330412 Quatis";469,92
"330414 Queimados";359,93
"330415 Quissamã";356,12
"330420 Resende";719,69
"330430 Rio Bonito";543,16
"330440 Rio Claro";402,31
"330450 Rio das Flores";372,03
"330452 Rio das Ostras";652,21
"330455 Rio de Janeiro";1174,67
"330460 Santa Maria Madalena";397,43
"330470 Santo Antônio de Pádua";476,18
"330480 São Fidélis";418,12
"330475 São Francisco de Itabapoana";307,11
"330490 São Gonçalo";528,24
"330500 São João da Barra";348,28
"330510 São João de Meriti";457,99
"330513 São José de Ubá";412,24
"330515 São José do Vale do Rio Preto";422,74
"330520 São Pedro da Aldeia";510,32
"330530 São Sebastião do Alto";338,73
"330540 Sapucaia";499,10
"330550 Saquarema";526,63
"330555 Seropédica";461,68
"330560 Silva Jardim";383,62
"330570 Sumidouro";433,59
"330575 Tanguá";355,26
"330580 Teresópolis";721,35
"330590 Trajano de Moraes";431,27
"330600 Três Rios";516,32
"330610 Valença";526,83
"330615 Varre-Sai";353,52
"330620 Vassouras";562,58
"330630 Volta Redonda";684,09
"350010 Adamantina";697,96
"350020 Adolfo";435,41
"350030 Aguaí";608,74
"350040 Águas da Prata";674,73
"350050 Águas de Lindóia";793,19
"350055 Águas de Santa Bárbara";606,88
"350060 Águas de São Pedro";1758,66
"350070 Agudos";525,73
"350075 Alambari";416,54
"350080 Alfredo Marcondes";442,86
"350090 Altair";425,02
"350100 Altinópolis";775,20
"350110 Alto Alegre";406,04
"350115 Alumínio";583,99
"350120 Álvares Florence";497,09
"350130 Álvares Machado";506,03
"350140 Álvaro de Carvalho";292,02
"350150 Alvinlândia";366,74
"350160 Americana";931,13
"350170 Américo Brasiliense";476,76
"350180 Américo de Campos";464,79
"350190 Amparo";875,22
"350200 Analândia";629,27
"350210 Andradina";704,70
"350220 Angatuba";495,10
"350230 Anhembi";488,60
"350240 Anhumas";326,84
"350250 Aparecida";627,91
"350260 Aparecida d'Oeste";492,16
"350270 Apiaí";336,56
"350275 Araçariguama";533,58
"350280 Araçatuba";989,47
"350290 Araçoiaba da Serra";608,01
"350300 Aramina";496,65
"350310 Arandu";369,42
"350315 Arapeí";299,12
"350320 Araraquara";868,72
"350330 Araras";743,01
"350335 Arco-Íris";252,64
"350340 Arealva";537,50
"350350 Areias";395,74
"350360 Areiópolis";396,54
"350370 Ariranha";433,21
"350380 Artur Nogueira";621,59
"350390 Arujá";665,53
"350395 Aspásia";345,69
"350400 Assis";787,99
"350410 Atibaia";880,55
"350420 Auriflama";640,57
"350430 Avaí";421,26
"350440 Avanhandava";419,59
"350450 Avaré";732,80
"350460 Bady Bassitt";621,11
"350470 Balbinos";449,88
"350480 Bálsamo";851,00
"350490 Bananal";516,18
"350500 Barão de Antonina";341,00
"350510 Barbosa";380,52
"350520 Bariri";663,47
"350530 Barra Bonita";729,16
"350535 Barra do Chapéu";204,25
"350540 Barra do Turvo";199,67
"350550 Barretos";783,07
"350560 Barrinha";425,20
"350570 Barueri";971,47
"350580 Bastos";486,28
"350590 Batatais";715,34
"350600 Bauru";983,26
"350610 Bebedouro";670,12
"350620 Bento de Abreu";396,86
"350630 Bernardino de Campos";554,41
"350635 Bertioga";663,87
"350640 Bilac";624,05
"350650 Birigui";732,40
"350660 Biritiba-Mirim";476,49
"350670 Boa Esperança do Sul";480,55
"350680 Bocaina";603,19
"350690 Bofete";578,37
"350700 Boituva";651,16
"350710 Bom Jesus dos Perdões";574,24
"350715 Bom Sucesso de Itararé";263,70
"350720 Borá";465,56
"350730 Boracéia";504,94
"350740 Borborema";527,58
"350745 Borebi";369,75
"350750 Botucatu";837,64
"350760 Bragança Paulista";782,94
"350770 Braúna";501,77
"350775 Brejo Alegre";347,24
"350780 Brodowski";626,13
"350790 Brotas";682,08
"350800 Buri";342,19
"350810 Buritama";574,52
"350820 Buritizal";450,78
"350830 Cabrália Paulista";353,70
"350840 Cabreúva";535,99
"350850 Caçapava";715,10
"350860 Cachoeira Paulista";542,73
"350870 Caconde";494,64
"350880 Cafelândia";621,65
"350890 Caiabu";326,00
"350900 Caieiras";630,69
"350910 Caiuá";287,52
"350920 Cajamar";584,80
"350925 Cajati";333,94
"350930 Cajobi";411,69
"350940 Cajuru";552,48
"350945 Campina do Monte Alegre";397,44
"350950 Campinas";1210,39
"350960 Campo Limpo Paulista";644,38
"350970 Campos do Jordão";740,35
"350980 Campos Novos Paulista";391,39
"350990 Cananéia";454,67
"350995 Canas";317,65
"351000 Cândido Mota";512,66
"351010 Cândido Rodrigues";440,17
"351015 Canitar";302,49
"351020 Capão Bonito";364,33
"351030 Capela do Alto";378,67
"351040 Capivari";631,22
"351050 Caraguatatuba";644,48
"351060 Carapicuíba";542,30
"351070 Cardoso";483,92
"351080 Casa Branca";680,33
"351090 Cássia dos Coqueiros";466,32
"351100 Castilho";367,00
"351110 Catanduva";754,98
"351120 Catiguá";482,29
"351130 Cedral";557,29
"351140 Cerqueira César";524,97
"351150 Cerquilho";826,66
"351160 Cesário Lange";461,08
"351170 Charqueada";552,34
"355720 Chavantes";517,82
"351190 Clementina";386,06
"351200 Colina";528,43
"351210 Colômbia";534,58
"351220 Conchal";489,70
"351230 Conchas";732,62
"351240 Cordeirópolis";727,06
"351250 Coroados";483,59
"351260 Coronel Macedo";346,44
"351270 Corumbataí";571,82
"351280 Cosmópolis";594,84
"351290 Cosmorama";443,10
"351300 Cotia";853,37
"351310 Cravinhos";692,05
"351320 Cristais Paulista";498,82
"351330 Cruzália";531,85
"351340 Cruzeiro";617,87
"351350 Cubatão";525,44
"351360 Cunha";297,19
"351370 Descalvado";706,80
"351380 Diadema";576,44
"351385 Dirce Reis";371,10
"351390 Divinolândia";468,84
"351400 Dobrada";430,09
"351410 Dois Córregos";667,01
"351420 Dolcinópolis";396,23
"351430 Dourado";518,75
"351440 Dracena";713,39
"351450 Duartina";502,49
"351460 Dumont";692,80
"351470 Echaporã";453,03
"351480 Eldorado";338,78
"351490 Elias Fausto";463,84
"351492 Elisiário";394,89
"351495 Embaúba";308,76
"351500 Embu das Artes";482,45
"351510 Embu-Guaçu";584,16
"351512 Emilianópolis";707,86
"351515 Engenheiro Coelho";581,40
"351518 Espírito Santo do Pinhal";689,31
"351519 Espírito Santo do Turvo";426,92
"355730 Estiva Gerbi";484,97
"351520 Estrela d'Oeste";521,09
"351530 Estrela do Norte";359,11
"351535 Euclides da Cunha Paulista";278,66
"351540 Fartura";484,81
"351560 Fernando Prestes";494,33
"351550 Fernandópolis";720,39
"351565 Fernão";557,75
"351570 Ferraz de Vasconcelos";434,92
"351580 Flora Rica";360,73
"351590 Floreal";553,72
"351600 Flórida Paulista";429,66
"351610 Florínia";334,50
"351620 Franca";706,65
"351630 Francisco Morato";345,73
"351640 Franco da Rocha";483,44
"351650 Gabriel Monteiro";439,11
"351660 Gália";470,64
"351670 Garça";606,98
"351680 Gastão Vidigal";528,33
"351685 Gavião Peixoto";405,50
"351690 General Salgado";514,66
"351700 Getulina";492,51
"351710 Glicério";431,05
"351720 Guaiçara";432,87
"351730 Guaimbê";396,65
"351740 Guaíra";601,21
"351750 Guapiaçu";661,53
"351760 Guapiara";334,42
"351770 Guará";487,03
"351780 Guaraçaí";493,72
"351790 Guaraci";459,35
"351800 Guarani d'Oeste";388,75
"351810 Guarantã";434,11
"351820 Guararapes";539,37
"351830 Guararema";701,72
"351840 Guaratinguetá";788,36
"351850 Guareí";422,46
"351860 Guariba";484,14
"351870 Guarujá";605,94
"351880 Guarulhos";677,00
"351885 Guatapará";460,12
"351890 Guzolândia";279,41
"351900 Herculândia";381,48
"351905 Holambra";931,76
"351907 Hortolândia";510,53
"351910 Iacanga";527,68
"351920 Iacri";414,74
"351925 Iaras";384,95
"351930 Ibaté";469,24
"351940 Ibirá";551,28
"351950 Ibirarema";584,16
"351960 Ibitinga";647,50
"351970 Ibiúna";461,27
"351980 Icém";491,46
"351990 Iepê";435,96
"352000 Igaraçu do Tietê";492,74
"352010 Igarapava";567,03
"352020 Igaratá";483,60
"352030 Iguape";473,18
"352042 Ilha Comprida";632,05
"352044 Ilha Solteira";761,10
"352040 Ilhabela";645,23
"352050 Indaiatuba";876,07
"352060 Indiana";517,23
"352070 Indiaporã";454,87
"352080 Inúbia Paulista";393,47
"352090 Ipaussu";484,38
"352100 Iperó";457,82
"352110 Ipeúna";667,24
"352115 Ipiguá";493,73
"352120 Iporanga";265,48
"352130 Ipuã";560,45
"352140 Iracemápolis";767,20
"352150 Irapuã";412,95
"352160 Irapuru";405,83
"352170 Itaberá";327,25
"352180 Itaí";385,97
"352190 Itajobi";489,31
"352200 Itaju";449,01
"352210 Itanhaém";556,58
"352215 Itaóca";202,38
"352220 Itapecerica da Serra";545,82
"352230 Itapetininga";638,26
"352240 Itapeva";484,07
"352250 Itapevi";407,44
"352260 Itapira";706,93
"352265 Itapirapuã Paulista";250,07
"352270 Itápolis";596,43
"352280 Itaporanga";350,07
"352290 Itapuí";512,18
"352300 Itapura";267,24
"352310 Itaquaquecetuba";379,50
"352320 Itararé";443,15
"352330 Itariri";480,86
"352340 Itatiba";846,12
"352350 Itatinga";428,03
